1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62,64,68,69,70,71,85,86
17341,4531,1893,967,561,373,255,188,124,101,82,60,48,42,36,34,29,20,17,19,17,19,14,13,12,11,15,9,12,9,11,10,8,8,9,6,5,3,7,4,3,4,6,8,3,2,4,5,1,2,3,2,2,1,2,3,1,3,2,1,1,1,1,1,1,1,1,1
