1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,74,75,76,77,80,81,82,84,97,131
35914,9258,3895,1945,1162,722,493,345,281,190,164,115,103,78,71,64,52,37,42,33,32,27,19,26,20,19,20,12,16,10,17,10,10,12,12,11,9,9,13,9,8,9,6,10,7,6,2,6,3,4,5,4,3,4,2,6,3,2,3,2,3,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1
