1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,55,56,60,65
8106,2121,875,466,286,174,126,80,65,58,35,33,40,25,20,24,20,18,13,14,14,14,12,10,12,9,13,7,11,9,6,9,4,2,7,3,4,2,1,1,2,3,3,2,3,1,1,2,3,1,1,1,1,1,2,1
