1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,85,86,88,89,91,92,93,94,96,99,101,102,108,109,112,117,139
16970,4468,1971,1077,649,407,328,222,172,129,106,89,67,54,56,38,49,36,31,30,26,20,18,18,13,13,12,18,10,15,17,13,12,7,16,12,6,10,5,8,9,9,6,7,6,9,7,7,5,7,8,7,1,7,3,4,2,4,6,3,2,3,6,1,4,4,2,3,4,1,1,2,2,2,3,2,2,2,1,4,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1
