1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,85,89,90,92,96,98,105,122
41835,10968,4610,2410,1431,894,609,449,331,257,203,168,148,111,96,78,59,58,48,39,39,35,27,30,29,27,27,21,17,16,21,13,19,16,15,12,13,8,12,7,15,7,11,10,8,11,5,9,8,6,8,9,5,5,6,6,4,5,6,4,4,3,6,1,4,6,3,4,2,4,2,2,5,3,4,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1
