2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,51.0,52.0,53.0,54.0,57.0,61.0,64.0,66.0,67.0,68.0,71.0,74.0,75.0,84.0
18131.0,7572.0,3866.0,2406.0,1528.0,1069.0,741.0,575.0,417.0,332.0,257.0,217.0,149.0,133.0,123.0,79.0,82.0,86.0,73.0,62.0,53.0,45.0,34.0,22.0,27.0,14.0,11.0,18.0,19.0,13.0,6.0,10.0,7.0,7.0,4.0,8.0,9.0,6.0,3.0,6.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
