Authors	records	% of 6293
SCHARTL MANFRED	10	0.159
SCHEFFLER K	10	0.159
SIMPSON ALASTAIR G B	10	0.159
SLATKIN M	10	0.159
SLATKIN MONTGOMERY	10	0.159
STANHOPE MICHAEL J	10	0.159
TAKAHASHI K	10	0.159
TAKAHATA N	10	0.159
TAYLOR J W	10	0.159
TERAI Y	10	0.159
TERAI YOHEY	10	0.159
VACQUIER VD	10	0.159
VACQUIER VICTOR D	10	0.159
VERRELLI BC	10	0.159
VERRELLI BRIAN C	10	0.159
VOGLER AP	10	0.159
WENDEL J F	10	0.159
WENDEL JF	10	0.159
WENDEL JONATHAN F	10	0.159
WILLERSLEV E	10	0.159
WILLERSLEV ESKE	10	0.159
WRIGHT S I	10	0.159
WRIGHT STEPHEN I	10	0.159
XU S	10	0.159
ZHIVOTOVSKY LEV A	10	0.159
ZOUROS ELEFTHERIOS	10	0.159
ALBA MM	9	0.143
ANDRES AIDA M	9	0.143
ANISIMOVA M	9	0.143
ANISIMOVA MARIA	9	0.143
ARCHIBALD JM	9	0.143
ARCHIBALD JOHN M	9	0.143
ARENAS MIGUEL	9	0.143
ATCHLEY WILLIAM R	9	0.143
ATCHLEY WR	9	0.143
BAKER AJ	9	0.143
BEGUN D J	9	0.143
BRISCOE AD	9	0.143
BRISCOE ADRIANA D	9	0.143
CHANG BSW	9	0.143
CHURAKOV GENNADY	9	0.143
COMAS D	9	0.143
DELSUC F	9	0.143
EDWARDS SCOTT V	9	0.143
EDWARDS SV	9	0.143
FITCH WALTER M	9	0.143
FU YX	9	0.143
HANKELN T	9	0.143
HANKELN THOMAS	9	0.143
HASHIMOTO T	9	0.143
HASHIMOTO TETSUO	9	0.143
HIGGS PG	9	0.143
HILLIS DM	9	0.143
HU Y	9	0.143
HURST L D	9	0.143
INAGAKI Y	9	0.143
INAGAKI YUJI	9	0.143
JAKOBSSON M	9	0.143
JAKOBSSON MATTIAS	9	0.143
JANSEN ROBERT K	9	0.143
JORDE LB	9	0.143
KATZ LA	9	0.143
KOCH MA	9	0.143
KOCH MARCUS A	9	0.143
KOJIMA KENJI K	9	0.143
KOJIMA KK	9	0.143
KOLACZKOWSKI B	9	0.143
KOLACZKOWSKI BRYAN	9	0.143
LAKE JAMES A	9	0.143
LANG B F	9	0.143
LI Y	9	0.143
LITHGOW T	9	0.143
LIU Y	9	0.143
MA H	9	0.143
MADSEN O	9	0.143
MADSEN OLE	9	0.143
MAXSON LR	9	0.143
MOYA ANDRES	9	0.143
NABHOLZ BENOIT	9	0.143
NACHMAN M W	9	0.143
OCHMAN H	9	0.143
PALUMBI SR	9	0.143
PARSCH J	9	0.143
PARSCH JOHN	9	0.143
POLLOCK DD	9	0.143
POWELL JR	9	0.143
PURUGGANAN M D	9	0.143
PURUGGANAN MD	9	0.143
PURUGGANAN MICHAEL D	9	0.143
RAUSHER M D	9	0.143
RAUSHER MARK D	9	0.143
RAUSHER MD	9	0.143
RIESEBERG LH	9	0.143
ROGOZIN IGOR B	9	0.143
ROY S W	9	0.143
SCHEFFLER KONRAD	9	0.143
SHARP P M	9	0.143
SHI P	9	0.143
SHI PENG	9	0.143
SIMPSON AGB	9	0.143
SOGIN M L	9	0.143
SOGIN MITCHELL L	9	0.143
SOGIN ML	9	0.143
STADLER T	9	0.143
STANHOPE MJ	9	0.143
STORZ J F	9	0.143
SUCHARD M A	9	0.143
TAJIMA F	9	0.143
TAKAHATA NAOYUKI	9	0.143
TYLER-SMITH CHRIS	9	0.143
UEDA SHINTAROH	9	0.143
VENKATESH B	9	0.143
VENKATESH BYRAPPA	9	0.143
VOGLER ALFRIED P	9	0.143
VOLFF JEAN-NICOLAS	9	0.143
VOLFF JN	9	0.143
WAGNER A	9	0.143
WAGNER ANDREAS	9	0.143
WALL JD	9	0.143
WALL JEFFREY D	9	0.143
WANG D	9	0.143
WANG W	9	0.143
WANG Y	9	0.143
WHELAN S	9	0.143
WHELAN SIMON	9	0.143
WILKE CO	9	0.143
XIA XUHUA	9	0.143
XU SHUHUA	9	0.143
ZENG K	9	0.143
ZENG KAI	9	0.143
ZHANG Y P	9	0.143
ZHANG YAPING	9	0.143
ZHIVOTOVSKY LA	9	0.143
ALBA M MAR	8	0.127
ANDERSON TJC	8	0.127
ANDRES AM	8	0.127
ANXOLABEHERE D	8	0.127
ARENAS M	8	0.127
ARNDT PETER F	8	0.127
ARNDT PF	8	0.127
ATCHLEY W R	8	0.127
AYALA F J	8	0.127
BAKER A J	8	0.127
BAKER ALLAN J	8	0.127
BAPTESTE ERIC	8	0.127
BARKER SC	8	0.127
BARKER STEPHEN C	8	0.127
BATTISTUZZI FABIA U	8	0.127
BATTISTUZZI FU	8	0.127
BEINTEMA JJ	8	0.127
BONHOMME F	8	0.127
BROWN W M	8	0.127
BROWN WM	8	0.127
CAGLIANI R	8	0.127
CHAKRABORTY R	8	0.127
CHAKRABORTY RANAJIT	8	0.127
CHURAKOV G	8	0.127
DACKS JOEL B	8	0.127
DE JONG W W	8	0.127
DENAMUR E	8	0.127
DENAMUR ERICK	8	0.127
DESALLE ROB	8	0.127
DIDELOT X	8	0.127
DIDELOT XAVIER	8	0.127
DRUMMOND A J	8	0.127
EDGELL M H	8	0.127
EMBLEY T MARTIN	8	0.127
ESTOUP A	8	0.127
FESCHOTTE C	8	0.127
FESCHOTTE CEDRIC	8	0.127
