1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,35.0,36.0,37.0,39.0,41.0,42.0,44.0,46.0,52.0,53.0,58.0,63.0,68.0,74.0,85.0,122.0
37157.0,7972.0,3372.0,1675.0,979.0,627.0,450.0,275.0,223.0,143.0,128.0,104.0,77.0,55.0,51.0,32.0,30.0,32.0,17.0,17.0,13.0,14.0,17.0,11.0,10.0,5.0,7.0,8.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
