1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,31.0,32.0,33.0,34.0,35.0,36.0,38.0,39.0,43.0,44.0,45.0,47.0,48.0,51.0,53.0,66.0
19970.0,4502.0,1781.0,902.0,523.0,310.0,227.0,142.0,113.0,71.0,54.0,37.0,40.0,42.0,30.0,22.0,15.0,13.0,15.0,11.0,11.0,11.0,12.0,7.0,10.0,6.0,3.0,5.0,5.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
