Authors	records	% of 3483
PRALY L	4	0.115
QIU L	4	0.115
ROLAIN Y	4	0.115
ROSENTHAL J	4	0.115
ROSS KW	4	0.115
RUNOLFSSON T	4	0.115
SAIN MK	4	0.115
SASTRY S	4	0.115
SEPULCHRE R	4	0.115
SHAYMAN MA	4	0.115
SMITH FW	4	0.115
SMITH R	4	0.115
SREENIVAS RS	4	0.115
SRIDHAR R	4	0.115
SRIKANT R	4	0.115
SUN YX	4	0.115
TANNENBAUM A	4	0.115
TARBOURIECH S	4	0.115
TOKER O	4	0.115
UNYELIOGLU KA	4	0.115
VANDERSCHAFT AJ	4	0.115
VARGA A	4	0.115
VERDU S	4	0.115
VOULGARIS PG	4	0.115
WAHLBERG B	4	0.115
WALRAND J	4	0.115
WANG JL	4	0.115
WANG PKC	4	0.115
WEI KH	4	0.115
WILLEMS JL	4	0.115
YAESH I	4	0.115
YAMAMOTO Y	4	0.115
YE XD	4	0.115
YIN GG	4	0.115
ZHANG CS	4	0.115
ZHANG Q	4	0.115
ABED EH	3	0.086
ACKERMANN J	3	0.086
ALDEEN M	3	0.086
ANGELI D	3	0.086
ANTOULAS AC	3	0.086
ASTOLFI A	3	0.086
BAHETI RS	3	0.086
BAILLIEUL J	3	0.086
BEMPORAD A	3	0.086
BENSOUSSAN A	3	0.086
BERTSIMAS D	3	0.086
BESSON V	3	0.086
BLACHUTA MJ	3	0.086
BOIMOND JL	3	0.086
BOKOR J	3	0.086
BOURLES H	3	0.086
BOUTAYEB M	3	0.086
BOYD SP	3	0.086
BULLOCK TE	3	0.086
CALISE AJ	3	0.086
CHANG CS	3	0.086
CHEN CH	3	0.086
CHEN CT	3	0.086
CHEN DG	3	0.086
CHEN GR	3	0.086
CHEN MS	3	0.086
CHEN TW	3	0.086
CHIZECK HJ	3	0.086
CHONG EKP	3	0.086
CHU KC	3	0.086
CHYUNG DH	3	0.086
COMMAULT C	3	0.086
CURY JER	3	0.086
DE WIT CC	3	0.086
DESOUZA CE	3	0.086
DEVASIA S	3	0.086
DEY S	3	0.086
DIBENEDETTO MD	3	0.086
DRESSLER RM	3	0.086
ELDEM V	3	0.086
ELIA N	3	0.086
EMRE E	3	0.086
EVANS RJ	3	0.086
FANG YG	3	0.086
FERFERA A	3	0.086
FERON E	3	0.086
FERRIER JL	3	0.086
FLIESS M	3	0.086
FOO YK	3	0.086
FORSSELL U	3	0.086
FREZZA R	3	0.086
FUNAHASHI Y	3	0.086
GAJIC Z	3	0.086
GARCIA G	3	0.086
GARG VK	3	0.086
GE SS	3	0.086
GEVERS M	3	0.086
GIARRE L	3	0.086
GILMAN AS	3	0.086
GIRI F	3	0.086
GLASSERMAN P	3	0.086
GOULD LA	3	0.086
GREBLICKI W	3	0.086
GUILLAUME P	3	0.086
GUNDES AN	3	0.086
GUTMAN S	3	0.086
HASSIBI B	3	0.086
HAYTON GE	3	0.086
HOUPT PK	3	0.086
HOWZE JW	3	0.086
HSIEH JG	3	0.086
HSU L	3	0.086
IONESCU V	3	0.086
JAIMOUKHA IM	3	0.086
JAMES MR	3	0.086
JANKOVIC M	3	0.086
JETTO L	3	0.086
JI YD	3	0.086
JOHANSSON R	3	0.086
JOHNSON RA	3	0.086
JONSSON U	3	0.086
KACHROO P	3	0.086
KELLY R	3	0.086
KHAMMASH MH	3	0.086
KHMELNITSKY E	3	0.086
KOBAYASHI H	3	0.086
KOKAME H	3	0.086
KOKOTOVI PV	3	0.086
KOSUT RL	3	0.086
KOUMBOULIS FN	3	0.086
KRAINAK JC	3	0.086
KUIJPER M	3	0.086
KWAKERNAAK H	3	0.086
LAFAY JF	3	0.086
LAI TL	3	0.086
LAINIOTIS DG	3	0.086
LAZAR AA	3	0.086
LEE CH	3	0.086
LEE JH	3	0.086
LEE JW	3	0.086
LEONARD NE	3	0.086
LEONDES CT	3	0.086
LEWIS JB	3	0.086
LI S	3	0.086
LIM YS	3	0.086
LIN L	3	0.086
LINDORFF DP	3	0.086
LO JTH	3	0.086
LOGEMANN H	3	0.086
LONGHI S	3	0.086
LUO ZH	3	0.086
LUSE DW	3	0.086
MAKOWSKI AM	3	0.086
MALABRE M	3	0.086
MCBRIDE LE	3	0.086
MCFARLANE D	3	0.086
MEYER G	3	0.086
MICHALSKA H	3	0.086
MITTER SK	3	0.086
MOORE BC	3	0.086
MUKAI H	3	0.086
MULLER PC	3	0.086
MURRAY J	3	0.086
MURRAY RM	3	0.086
NAIN P	3	0.086
NAM K	3	0.086
NEVISTIC V	3	0.086
NOTON ARM	3	0.086
OARA C	3	0.086
OHTA Y	3	0.086
OTSUKA N	3	0.086
OZBAY H	3	0.086
OZVEREN CM	3	0.086
PACKARD A	3	0.086
PAYNE HJ	3	0.086
PEARSON AE	3	0.086
POLANSKI A	3	0.086
PORCELLI G	3	0.086
POSTLETHWAITE I	3	0.086
PRIMBS JA	3	0.086
PROTH JM	3	0.086
RADENKOVIC MS	3	0.086
REN W	3	0.086
RUGET G	3	0.086
SAEKS R	3	0.086
SALCUDEAN SE	3	0.086
SAMSON C	3	0.086
SAVKIN AV	3	0.086
SAWARAGI Y	3	0.086
SCATTOLINI R	3	0.086
SCHATTLER H	3	0.086
SEBEK M	3	0.086
SEZER ME	3	0.086
SHENTON AT	3	0.086
SHRIVASTAVA Y	3	0.086
SIVAN R	3	0.086
SKOOG RA	3	0.086
SPONG MW	3	0.086
STOORVOGEL AA	3	0.086
STUBBERUD AR	3	0.086
SUN YJ	3	0.086
SUNDARESHAN MK	3	0.086
TABAK D	3	0.086
TAKAI S	3	0.086
TAPLEY BD	3	0.086
TASSIULAS L	3	0.086
TAYLOR DG	3	0.086
TIKKU A	3	0.086
TODA M	3	0.086
TOMIZUKA M	3	0.086
TYLER JS	3	0.086
UNBEHAUEN H	3	0.086
USAI E	3	0.086
VALAVANI LS	3	0.086
VALCHER ME	3	0.086
VANDENHOF PMJ	3	0.086
VEATCH MH	3	0.086
VERGHESE GC	3	0.086
VERRIEST EI	3	0.086
VISWANADHAM N	3	0.086
VOLZ RA	3	0.086
WANG DH	3	0.086
WANG H	3	0.086
WANG LS	3	0.086
WANG SH	3	0.086
WANG XCA	3	0.086
WANG ZD	3	0.086
WEINERT HL	3	0.086
WIBERG DM	3	0.086
WILLIAMS T	3	0.086
WILLIAMSON D	3	0.086
WIMMER HK	3	0.086
WONG WS	3	0.086
WU J	3	0.086
XU CZ	3	0.086
XU JX	3	0.086
YAN WY	3	0.086
YANG H	3	0.086
YAO DD	3	0.086
YDSTIE BE	3	0.086
YE YY	3	0.086
YEDAVALLI RK	3	0.086
YOSHIKAWA T	3	0.086
YOULA DC	3	0.086
YOUNG PM	3	0.086
ZAPPA G	3	0.086
ZHANG T	3	0.086
ZHANG YP	3	0.086
ZHU WH	3	0.086
ABDALLAH CT	2	0.057
ADAMS MB	2	0.057
AEYELS D	2	0.057
AGARWAL RK	2	0.057
AIHARA SI	2	0.057
AILON A	2	0.057
AKAIKE H	2	0.057
AKASHI H	2	0.057
AKCAY H	2	0.057
ALEXANDRIDIS AT	2	0.057
ALIEV FA	2	0.057
ALJ A	2	0.057
ALSPACH DL	2	0.057
ALVAREZ-RAMIREZ J	2	0.057
AMATO F	2	0.057
ANTSAKLIS PJ	2	0.057
ASHARI M	2	0.057
ASTROM KJ	2	0.057
AUDLEY DR	2	0.057
BACCELLI F	2	0.057
BAKER RA	2	0.057
BALAS GJ	2	0.057
BANDYOPADHYAY B	2	0.057
BAO P	2	0.057
BARABANOV NE	2	0.057
BARBIERI E	2	0.057
BARITZHACK IY	2	0.057
BARON S	2	0.057
BASSEVILLE M	2	0.057
BECK CL	2	0.057
BEKEY GA	2	0.057
BELLMAN RE	2	0.057
BELZER MR	2	0.057
BERG J	2	0.057
BERNUSSOU J	2	0.057
BEUTLER FJ	2	0.057
BHATTACHARYA PP	2	0.057
BITMEAD RR	2	0.057
BLOCH AM	2	0.057
BLOM HAP	2	0.057
BLONDEL V	2	0.057
BODENHEIMER B	2	0.057
BOEL RK	2	0.057
BOLZERN P	2	0.057
BOSE S	2	0.057
BOSGRA OH	2	0.057
BOURNAS RM	2	0.057
BRANICKY MS	2	0.057
BU JY	2	0.057
BUESCHER KL	2	0.057
BUNSEGERSTNER A	2	0.057
CACCAVALE F	2	0.057
CARAMANIS M	2	0.057
CARAMANIS MC	2	0.057
CARRAVETTA F	2	0.057
CASTANON D	2	0.057
CASTELAN EB	2	0.057
CELIKOVSKY S	2	0.057
CHANG BC	2	0.057
CHANG KC	2	0.057
CHAO XL	2	0.057
CHAOUI FZ	2	0.057
CHEN BM	2	0.057
CHEN E	2	0.057
CHEN HX	2	0.057
CHEN S	2	0.057
CHENG L	2	0.057
CHERES E	2	0.057
CHIANG HD	2	0.057
CHIOU JS	2	0.057
CHO YM	2	0.057
CHOI CH	2	0.057
CHOU KC	2	0.057
CHOW EY	2	0.057
CHOW GC	2	0.057
CHU DL	2	0.057
CHU J	2	0.057
CHU YC	2	0.057
CHUA LO	2	0.057
CHUAH MC	2	0.057
CLARKE FH	2	0.057
COBB D	2	0.057
COHEN G	2	0.057
COLLINS EG	2	0.057
CONSTANTINESCU T	2	0.057
CORLESS M	2	0.057
COURCOUBETIS C	2	0.057
CROUCH PE	2	0.057
CURTAIN RF	2	0.057
D'ANDREA R	2	0.057
DA SILVA JMG	2	0.057
DABBENE F	2	0.057
