22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,140,136,141,114,23,3,38,7,11,24,115,121,41,53,164,61,93,110,63,68,9,28,106,78,46,124,66,59,89,86,105,8,101,147,18,21,123,72,51,156,16,94,12,48,125,97,1,135,36,108,159
