22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,97,139,5,92,79,21,12,13,58,15,130,52,87,75,33,74,107,16,54,31,98,43,153,7,163,91,9,102,17,14,131,3,141,124,8,24,156,114,23,47,162,86,109,19,59,65,115,159,99,78,85
