22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,153,131,3,130,48,80,162,6,18,23,121,4,117,31,164,94,147,14,125,156,5,49,19,101,87,100,85,8,83,45,32,114,30,157,88,41,149,92,47,139,51,68,90,148,15,13,78,76,86,152,155,1,52,99,69,17,126,160,95,35,12,140,63,123,71,104,120,89,28,34,21
