22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,83,80,131,59,11,98,108,32,10,36,114,21,156,55,75,4,143,99,104,31,66,115,43,95,7,105,27,1,122,20,71,145,29,149,16,139,103,68,118,109,92,15,39,159,48,28,45,2,37,38,128,34,79,14,97,24,140,163
