1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,45,48,49,50,57,67
8982,2344,954,476,295,179,120,87,57,55,45,39,26,21,20,20,19,19,12,15,9,13,10,13,10,10,8,6,6,6,5,6,2,3,2,2,3,4,2,4,1,2,2,3,1,1,1,1
