Authors	records	% of 10337
RAOULT D	7	0.068
RODES J	7	0.068
ROSE C	7	0.068
SACK DA	7	0.068
SCOTT J	7	0.068
SCOTT JM	7	0.068
SHIPLEY MJ	7	0.068
THRELFALL EJ	7	0.068
VAHERI A	7	0.068
VANROOD JJ	7	0.068
VERONESI U	7	0.068
VONESSEN R	7	0.068
WALDMANN H	7	0.068
WALLENTIN L	7	0.068
WHITTLE H	7	0.068
WILLIAMS AC	7	0.068
WILLIAMS CB	7	0.068
WILSON A	7	0.068
WILSON J	7	0.068
WISE R	7	0.068
WYATT JC	7	0.068
ZEIDLER M	7	0.068
ACHESON ED	6	0.058
ANDERSON M	6	0.058
ANDERSON RM	6	0.058
BACH JF	6	0.058
BAMFORD J	6	0.058
BARON JA	6	0.058
BARRATT TM	6	0.058
BARRESINOUSSI F	6	0.058
BARRETT A	6	0.058
BATCHELOR JR	6	0.058
BEARD RW	6	0.058
BEEVERS DG	6	0.058
BERNSTEIN L	6	0.058
BESSER GM	6	0.058
BISMUTH H	6	0.058
BJARNASON I	6	0.058
BLACKLOCK HA	6	0.058
BLAKE DR	6	0.058
BLAMEY RW	6	0.058
BLANCHE S	6	0.058
BOISSEL JP	6	0.058
BRECHOT C	6	0.058
BRENNER MK	6	0.058
BRIGGS JD	6	0.058
BRITTON J	6	0.058
BRODER S	6	0.058
BUNNAG D	6	0.058
BURTON JL	6	0.058
BUTZLER JP	6	0.058
CALAM J	6	0.058
CAMERON JS	6	0.058
CAMPBELL D	6	0.058
CATOVSKY D	6	0.058
CHAKRABORTY J	6	0.058
CHALMERS I	6	0.058
CHERMANN JC	6	0.058
CHILVERS CED	6	0.058
CHIRON JP	6	0.058
CHONGSUPHAJAISIDDHI T	6	0.058
CHOO QL	6	0.058
CLARKE M	6	0.058
CLINK HM	6	0.058
COLE TJ	6	0.058
COLLINS P	6	0.058
CONCIA E	6	0.058
COOKE RWI	6	0.058
COURSAGET P	6	0.058
COUSENS SN	6	0.058
CRANE J	6	0.058
DARGIE HJ	6	0.058
DAVIES KE	6	0.058
DEAN BM	6	0.058
DEBONO DP	6	0.058
DECKERS JW	6	0.058
DELPY DT	6	0.058
DEVRIES RRP	6	0.058
DIAZ R	6	0.058
DOLLERY CT	6	0.058
DOUGLAS NJ	6	0.058
DURRINGTON PN	6	0.058
EDWARDS G	6	0.058
ELL PJ	6	0.058
EPENETOS AA	6	0.058
FIDDIAN AP	6	0.058
FISHERHOCH SP	6	0.058
FLETCHER A	6	0.058
FRANCESCHI S	6	0.058
GALTON DAG	6	0.058
GEDDES AM	6	0.058
GEORGE WD	6	0.058
GILKS CF	6	0.058
GRAY RH	6	0.058
GROBBEE DE	6	0.058
GROTH CG	6	0.058
HAMSTEN A	6	0.058
HARINASUTA T	6	0.058
HARPER PS	6	0.058
HAWKEY CJ	6	0.058
HAYES PC	6	0.058
HAYES R	6	0.058
HENDERSON RA	6	0.058
HILL AVS	6	0.058
HOUGHTON J	6	0.058
HSIEH CC	6	0.058
HUGHES LE	6	0.058
IRONSIDE JW	6	0.058
JACOBS HS	6	0.058
JAMES OFW	6	0.058
JEFFRIES DJ	6	0.058
JICK SS	6	0.058
JOHN TJ	6	0.058
JOHNSTON DG	6	0.058
JONES M	6	0.058
JONES S	6	0.058
JONES T	6	0.058
KAN YW	6	0.058
KING J	6	0.058
KOREN G	6	0.058
KROMHOUT D	6	0.058
KUO G	6	0.058
LANGE JMA	6	0.058
LANGMAN MJS	6	0.058
LEE TH	6	0.058
LEES AJ	6	0.058
LEVER AF	6	0.058
LI AKC	6	0.058
LIGHTMAN SL	6	0.058
LILFORD RJ	6	0.058
LOGAN RFA	6	0.058
MABEY D	6	0.058
MACINTYRE I	6	0.058
MACKIE RM	6	0.058
MANN JI	6	0.058
MANN JM	6	0.058
MANNUCCI PM	6	0.058
MANT D	6	0.058
MARSHALL J	6	0.058
MARUBINI E	6	0.058
MASERA G	6	0.058
MEYER J	6	0.058
MILLER NE	6	0.058
