Authors	records	% of 784
ANYALEBECHI C	1	0.128
AOKI FY	1	0.128
AOSHIBA K	1	0.128
APETREI E	1	0.128
APFELBECK U	1	0.128
APPELKVIST EL	1	0.128
APPLEGATE WB	1	0.128
APRILE M	1	0.128
ARAI H	1	0.128
ARBID M	1	0.128
ARBMAN G	1	0.128
ARCESE W	1	0.128
ARCHBOLD SM	1	0.128
ARCHER J	1	0.128
ARCHER S	1	0.128
ARDISSINO D	1	0.128
ARENAL JJ	1	0.128
ARGANOV E	1	0.128
ARIS-JILWAN N	1	0.128
ARMAGANIJAN D	1	0.128
ARMSTRONG B	1	0.128
ARMSTRONG F	1	0.128
ARMSTRONG G	1	0.128
ARMSTRONG K	1	0.128
ARMSTRONG P	1	0.128
ARMSTRONG PW	1	0.128
ARMSTRONG W	1	0.128
ARNDT KA	1	0.128
ARNOLD M	1	0.128
ARONSON JK	1	0.128
ARPI M	1	0.128
ARRANZ MJ	1	0.128
ARRIGHI JA	1	0.128
ARROMDEE E	1	0.128
ARTHUR P	1	0.128
ARTHUR RR	1	0.128
ARTLETT CM	1	0.128
ASAI T	1	0.128
ASARCH L	1	0.128
ASHRAF R	1	0.128
ASHSHI AM	1	0.128
ASHTON T	1	0.128
ASHWELL J	1	0.128
ASHWORTH A	1	0.128
ASKEW J	1	0.128
ASPLUND K	1	0.128
ASSAF C	1	0.128
ASSMANN SF	1	0.128
ASTROM L	1	0.128
ASTRUP A	1	0.128
ATHWAL BS	1	0.128
ATKIN SL	1	0.128
ATKINSON A	1	0.128
ATKINSON D	1	0.128
ATLAN-GEPNER C	1	0.128
AUBIN F	1	0.128
AUBOURG P	1	0.128
AUCOUTURIER P	1	0.128
AUDRAIN D	1	0.128
AUDREZET MP	1	0.128
AUGER P	1	0.128
AUGHTON J	1	0.128
AUKRUST P	1	0.128
AUL EA	1	0.128
AUTENRIETH IB	1	0.128
AUTRAN B	1	0.128
AUWERX J	1	0.128
AVEZUM A	1	0.128
AVRIL A	1	0.128
AWAD L	1	0.128
AYIS SA	1	0.128
AYLETT S	1	0.128
AYLWARD P	1	0.128
AYLWARD PE	1	0.128
AYUB J	1	0.128
AZAR N	1	0.128
AZIZ Q	1	0.128
BABOONIAN C	1	0.128
BACHOUD-LEVI A	1	0.128
BACIGALUPO A	1	0.128
BACK D	1	0.128
BAERT L	1	0.128
BAEZ J	1	0.128
BAGNARDI V	1	0.128
BAIGENT C	1	0.128
BAIGRIE R	1	0.128
BAIK J	1	0.128
BAINBRIDGE D	1	0.128
BAIRD M	1	0.128
BAIRD P	1	0.128
BAIS JE	1	0.128
BAISHNAB R	1	0.128
BAITZ T	1	0.128
BAIZE S	1	0.128
BAKER AJ	1	0.128
BAKER NG	1	0.128
BAKER S	1	0.128
BAKOS A	1	0.128
BALAJI S	1	0.128
BALDUS S	1	0.128
BALL S	1	0.128
BALLEZA L	1	0.128
BALLUS J	1	0.128
BALOGUN K	1	0.128
