Authors	records	% of 11621
ZHOU X	22	0.189
BRABEC CJ	21	0.181
CHEN JH	21	0.181
CHEN P	21	0.181
CHENG YB	21	0.181
HAN J	21	0.181
HE F	21	0.181
HE YB	21	0.181
JIANG J	21	0.181
JIANG SP	21	0.181
LI JY	21	0.181
LI LJ	21	0.181
LIU D	21	0.181
LIU JW	21	0.181
LIU M	21	0.181
SU CY	21	0.181
WANG LL	21	0.181
WANG MK	21	0.181
WANG YL	21	0.181
YANG H	21	0.181
YUAN JY	21	0.181
ZHANG JY	21	0.181
ZHAO YF	21	0.181
ZHU H	21	0.181
LI JH	20	0.172
LI K	20	0.172
LI YG	20	0.172
LIU YL	20	0.172
NAZEERUDDIN MK	20	0.172
PARK H	20	0.172
WANG GX	20	0.172
WANG JL	20	0.172
WANG LJ	20	0.172
WANG YJ	20	0.172
WU X	20	0.172
WU YP	20	0.172
YANG B	20	0.172
YANG C	20	0.172
YANG S	20	0.172
YANG SH	20	0.172
YANG XJ	20	0.172
YU L	20	0.172
ZHANG XD	20	0.172
ZHANG ZG	20	0.172
ASIRI AM	19	0.163
CHEN D	19	0.163
CHEN LQ	19	0.163
GUO Y	19	0.163
HE J	19	0.163
HOU Y	19	0.163
HUANG J	19	0.163
JARONIEC M	19	0.163
KIM JY	19	0.163
LI JL	19	0.163
LI XD	19	0.163
LI XL	19	0.163
LI ZH	19	0.163
LIANG J	19	0.163
LIU YH	19	0.163
LU L	19	0.163
MA Y	19	0.163
PAN F	19	0.163
QIAO SZ	19	0.163
SONG WG	19	0.163
WANG HQ	19	0.163
WANG JH	19	0.163
WANG SY	19	0.163
WANG XX	19	0.163
XING W	19	0.163
YANG M	19	0.163
YANG QH	19	0.163
ZHANG WX	19	0.163
ZHAO B	19	0.163
ZHOU D	19	0.163
CHEN CH	18	0.155
CHEN HY	18	0.155
GAO L	18	0.155
GAO X	18	0.155
GUO L	18	0.155
HAN LY	18	0.155
HU JQ	18	0.155
JIANG Q	18	0.155
KIM DH	18	0.155
KIM HK	18	0.155
LEE JY	18	0.155
LI JS	18	0.155
LI T	18	0.155
LIU SH	18	0.155
LIU XF	18	0.155
LIU YX	18	0.155
PARRISH DA	18	0.155
QIU LB	18	0.155
SHEN LF	18	0.155
SNYDER GJ	18	0.155
SUN XL	18	0.155
TANG J	18	0.155
WANG XQ	18	0.155
WANG YZ	18	0.155
WU JH	18	0.155
WU L	18	0.155
XU B	18	0.155
XU M	18	0.155
YAN H	18	0.155
YANG HX	18	0.155
YANG W	18	0.155
ZHAN XW	18	0.155
ZHANG JH	18	0.155
ZHANG LQ	18	0.155
ZHANG LY	18	0.155
ZHANG SQ	18	0.155
ZHANG ZT	18	0.155
ZHOU M	18	0.155
CAO J	17	0.146
CHANG Z	17	0.146
CHEN BL	17	0.146
CHOI W	17	0.146
GAO XP	17	0.146
HOU JH	17	0.146
HUANG F	17	0.146
HUANG JH	17	0.146
HUANG XD	17	0.146
IRVINE JTS	17	0.146
KANG YS	17	0.146
LEE CS	17	0.146
LEE JW	17	0.146
LI JX	17	0.146
LI WZ	17	0.146
LI YL	17	0.146
LI YW	17	0.146
LIU HY	17	0.146
LIU JH	17	0.146
LIU SM	17	0.146
LIU XH	17	0.146
LIU XX	17	0.146
LIU ZL	17	0.146
LU J	17	0.146
NIE P	17	0.146
SUN W	17	0.146
SUN YK	17	0.146
WANG WK	17	0.146
WANG YG	17	0.146
WANG YY	17	0.146
WANG ZB	17	0.146
WONG CP	17	0.146
WU J	17	0.146
XIAO Y	17	0.146
YANG G	17	0.146
YANG T	17	0.146
YU X	17	0.146
ZHANG HZ	17	0.146
ZHANG YQ	17	0.146
ZHENG GF	17	0.146
ZHENG J	17	0.146
ZHONG XH	17	0.146
ZHOU HH	17	0.146
ZOU ZG	17	0.146
CHEN F	16	0.138
CHEN XH	16	0.138
DING SJ	16	0.138
FENG W	16	0.138
GAO F	16	0.138
GAO J	16	0.138
GUO YG	16	0.138
HAN Y	16	0.138
HU P	16	0.138
JI XB	16	0.138
KASKEL S	16	0.138
KIM NH	16	0.138
KUANG DB	16	0.138
LEE JK	16	0.138
LEE YS	16	0.138
LI XG	16	0.138
LI XM	16	0.138
LI XX	16	0.138
LI YC	16	0.138
LIN Y	16	0.138
LIU G	16	0.138
LIU HL	16	0.138
LIU JL	16	0.138
LIU TF	16	0.138
LIU XL	16	0.138
LIU XQ	16	0.138
MAI LQ	16	0.138
PARK JS	16	0.138
QU LT	16	0.138
SHEN C	16	0.138
SHIN J	16	0.138
SU DS	16	0.138
WANG CL	16	0.138
WANG HF	16	0.138
WANG JG	16	0.138
WANG SL	16	0.138
WANG YD	16	0.138
WEI F	16	0.138
WEI ZD	16	0.138
WU Q	16	0.138
WU XL	16	0.138
XIAO W	16	0.138
XIE Y	16	0.138
XU Z	16	0.138
YAN QY	16	0.138
YAN Y	16	0.138
YANG X	16	0.138
YANG ZB	16	0.138
YANG ZH	16	0.138
YU C	16	0.138
ZHANG WQ	16	0.138
ZHAO Q	16	0.138
ZHAO XB	16	0.138
ZHU YH	16	0.138
ZOU RJ	16	0.138
AI XP	15	0.129
ARAVINDAN V	15	0.129
CAO YL	15	0.129
CARMALT CJ	15	0.129
CHEN ZG	15	0.129
CHOI J	15	0.129
CHOU SL	15	0.129
DOMEN K	15	0.129
FAN XL	15	0.129
FANG L	15	0.129
FENG K	15	0.129
FENG XL	15	0.129
GUO ZX	15	0.129
HU B	15	0.129
HU CG	15	0.129
HU XL	15	0.129
HU YH	15	0.129
HUANG XJ	15	0.129
ISHIHARA T	15	0.129
JIANG X	15	0.129
JIANG ZY	15	0.129
KIM D	15	0.129
KIM KB	15	0.129
LAU WM	15	0.129
LEE W	15	0.129
LEI Y	15	0.129
LI BH	15	0.129
LI CL	15	0.129
LI GH	15	0.129
LI JF	15	0.129
LI SS	15	0.129
LI WB	15	0.129
LI ZS	15	0.129
LIN ZQ	15	0.129
LIU ML	15	0.129
LIU R	15	0.129
LIU WQ	15	0.129
LIU ZP	15	0.129
MA YY	15	0.129
MU SC	15	0.129
NAN CW	15	0.129
PAN HG	15	0.129
REN J	15	0.129
ROJO T	15	0.129
SHI JL	15	0.129
SUN B	15	0.129
SUN Q	15	0.129
WANG CH	15	0.129
WANG DY	15	0.129
WANG JX	15	0.129
WANG LD	15	0.129
WANG LZ	15	0.129
WANG YM	15	0.129
WANG YQ	15	0.129
WANG ZG	15	0.129
WANG ZL	15	0.129
WEI J	15	0.129
WU D	15	0.129
WU ZX	15	0.129
XIA Y	15	0.129
XIAO D	15	0.129
YAN F	15	0.129
YANG HY	15	0.129
YAO Y	15	0.129
YIN J	15	0.129
YU JG	15	0.129
ZHANG HF	15	0.129
ZHANG JL	15	0.129
ZHANG QF	15	0.129
ZHANG QH	15	0.129
ZHANG XX	15	0.129
ZHAO H	15	0.129
ZHAO N	15	0.129
ZHONG YJ	15	0.129
ZHOU HS	15	0.129
ZHU GS	15	0.129
ZHU K	15	0.129
ZHU Y	15	0.129
ZHU YC	15	0.129
CHEN GH	14	0.120
CHEN M	14	0.120
CHEN N	14	0.120
CHEN SW	14	0.120
CHEN YC	14	0.120
CHO K	14	0.120
DENG YH	14	0.120
DONG QF	14	0.120
FU Q	14	0.120
GE L	14	0.120
GONG X	14	0.120
HAN L	14	0.120
HU YS	14	0.120
INGANAS O	14	0.120
JANG JH	14	0.120
JIANG P	14	0.120
KIM C	14	0.120
LEE K	14	0.120
LEE SY	14	0.120
LI LL	14	0.120
LI XW	14	0.120
LIAO SJ	14	0.120
LIN H	14	0.120
LIN JY	14	0.120
MACFARLANE DR	14	0.120
MULLINS CB	14	0.120
PAN LK	14	0.120
PENG Y	14	0.120
SONG L	14	0.120
SU BL	14	0.120
SU J	14	0.120
SUN L	14	0.120
SUN XP	14	0.120
TANG Y	14	0.120
WANG AB	14	0.120
WANG JC	14	0.120
WANG SQ	14	0.120
WANG XK	14	0.120
WANG XW	14	0.120
WANG YR	14	0.120
WEI M	14	0.120
WEI MD	14	0.120
WEI YJ	14	0.120
WEN ZY	14	0.120
WU DH	14	0.120
WU PY	14	0.120
XIA XH	14	0.120
XIE J	14	0.120
XU C	14	0.120
XU F	14	0.120
XU W	14	0.120
YANG XF	14	0.120
YAO XD	14	0.120
YU B	14	0.120
YU XB	14	0.120
YUAN Y	14	0.120
ZHANG JQ	14	0.120
ZHANG SW	14	0.120
ZHANG XT	14	0.120
ZHANG YZ	14	0.120
ZHANG ZX	14	0.120
ZHU JH	14	0.120
ANDERSSON MR	13	0.112
CAO CY	13	0.112
CHEN JY	13	0.112
CHEN LW	13	0.112
CHEN LX	13	0.112
CHEN WC	13	0.112
CHEN YH	13	0.112
CHEN YL	13	0.112
CUI GL	13	0.112
DING J	13	0.112
DONG F	13	0.112
DOU H	13	0.112
DU XW	13	0.112
FANG Y	13	0.112
FENG YY	13	0.112
FORSYTH M	13	0.112
FU HG	13	0.112
GAO MX	13	0.112
GAO Y	13	0.112
HAN LL	13	0.112
HO GW	13	0.112
HU H	13	0.112
HU L	13	0.112
HUANG K	13	0.112
HUANG ZG	13	0.112
ISLAM MS	13	0.112
JEN AKY	13	0.112
JIANG K	13	0.112
KIM BS	13	0.112
KIM T	13	0.112
LEE CH	13	0.112
LEE SM	13	0.112
LI HB	13	0.112
LI HL	13	0.112
LI SQ	13	0.112
LI WJ	13	0.112
LI WS	13	0.112
LI XN	13	0.112
LI YM	13	0.112
LI YX	13	0.112
LIU CY	13	0.112
LIU EZ	13	0.112
LIU JF	13	0.112
LIU LL	13	0.112
LIU YJ	13	0.112
LU XF	13	0.112
LUO J	13	0.112
MA W	13	0.112
MA ZF	13	0.112
QIAO QQ	13	0.112
ROH KC	13	0.112
SCHWINGENSCHLOGL U	13	0.112
SHARMA GD	13	0.112
SONG B	13	0.112
SONG YL	13	0.112
SUN YM	13	0.112
SUN Z	13	0.112
TANG YW	13	0.112
WANG CC	13	0.112
WANG CS	13	0.112
WANG DL	13	0.112
WANG HJ	13	0.112
WANG KL	13	0.112
WANG R	13	0.112
WANG SH	13	0.112
WANG XB	13	0.112
WANG XC	13	0.112
WANG XJ	13	0.112
WEI XL	13	0.112
WEI ZX	13	0.112
WU P	13	0.112
XIAO FS	13	0.112
XU HY	13	0.112
XU Q	13	0.112
YAN B	13	0.112
YAN XB	13	0.112
YANG YC	13	0.112
YANG YS	13	0.112
YU JS	13	0.112
YU JY	13	0.112
YU T	13	0.112
ZHANG DS	13	0.112
ZHANG GL	13	0.112
ZHANG MJ	13	0.112
ZHANG XQ	13	0.112
