1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,15.0,16.0,18.0,21.0,22.0,24.0,25.0,35.0
3477.0,573.0,198.0,101.0,45.0,24.0,23.0,10.0,9.0,9.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
