1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,28.0,29.0,30.0,31.0,32.0,33.0,35.0,36.0,38.0,40.0,43.0,50.0,57.0,76.0
17744.0,3812.0,1376.0,779.0,375.0,259.0,146.0,101.0,84.0,59.0,41.0,34.0,25.0,18.0,22.0,18.0,10.0,9.0,12.0,12.0,5.0,3.0,4.0,3.0,4.0,7.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
