Authors	records	% of 178136
TONIOLO C	53	0.030
VANDERWERF CA	53	0.030
VOLLHARDT KPC	53	0.030
WILLARD HH	53	0.030
WILLIAMS JM	53	0.030
XU H	53	0.030
YANG PD	53	0.030
YOST DM	53	0.030
ZHANG XY	53	0.030
ZHOU HC	53	0.030
ZIEGLER T	53	0.030
ANDERSON HH	52	0.029
BAIK MH	52	0.029
COFFMAN DD	52	0.029
ELVING PJ	52	0.029
ENGEL PS	52	0.029
HADAD CM	52	0.029
HIYAMA T	52	0.029
JOHNSON JR	52	0.029
JORDAN RF	52	0.029
KABUTO C	52	0.029
KHOSLA C	52	0.029
LA MER VK	52	0.029
LESAGE A	52	0.029
LIEBESKIND LS	52	0.029
MILLER SJ	52	0.029
OKAMOTO Y	52	0.029
PECORARO VL	52	0.029
PINK M	52	0.029
PITTS JN	52	0.029
RICE FO	52	0.029
TAMAO K	52	0.029
TSUCHIYA T	52	0.029
WHANGBO MH	52	0.029
XU Y	52	0.029
ZHANG K	52	0.029
ARMENTROUT PB	51	0.029
BARTON TJ	51	0.029
BASSET JM	51	0.029
BERTOZZI CR	51	0.029
BOCIAN DF	51	0.029
EVANS WL	51	0.029
FACKLER JP	51	0.029
HAMACHI I	51	0.029
JORGENSEN KA	51	0.029
KREBS C	51	0.029
KRUSIC PJ	51	0.029
KUMLER WD	51	0.029
LIU W	51	0.029
MATILE S	51	0.029
MCDONALD RN	51	0.029
MEYERSON S	51	0.029
MUSAEV DG	51	0.029
NEGISHI E	51	0.029
NOLL BC	51	0.029
PHILLIPS AP	51	0.029
SEMMELHACK MF	51	0.029
SHORE SG	51	0.029
STEIGERWALD ML	51	0.029
STOLTZ BM	51	0.029
TURNER RB	51	0.029
WALBORSKY HM	51	0.029
WHITLOCK HW	51	0.029
WILLIAMS DJ	51	0.029
WILLIARD PG	51	0.029
YOUNG VG	51	0.029
ZHANG XH	51	0.029
ALLCOCK HR	50	0.028
AOYAMA Y	50	0.028
DOLBIER WR	50	0.028
DRAKE NL	50	0.028
ENDICOTT JF	50	0.028
EPSTEIN IR	50	0.028
FENG XL	50	0.028
HEDBERG K	50	0.028
HERZ W	50	0.028
HIGUCHI T	50	0.028
HUANG J	50	0.028
KAPLAN L	50	0.028
KATO S	50	0.028
KLABUNDE KJ	50	0.028
KOCH TH	50	0.028
MARGRAVE JL	50	0.028
MULLER P	50	0.028
NAKAMURA H	50	0.028
NIEDERL JB	50	0.028
OSHIMA K	50	0.028
ROCHOW EG	50	0.028
ROESKY HW	50	0.028
VEDERAS JC	50	0.028
WANG JH	50	0.028
WANG T	50	0.028
WASSERMAN HH	50	0.028
WEISS R	50	0.028
WIEGHARDT K	50	0.028
ALPER H	49	0.028
AMYES TL	49	0.028
CORMA A	49	0.028
DAVIS WM	49	0.028
DOBSON CM	49	0.028
GENSLER WJ	49	0.028
HALL HK	49	0.028
HAMILTON AD	49	0.028
HE C	49	0.028
HUYNH BH	49	0.028
KIM JS	49	0.028
LEVINE R	49	0.028
LUBITZ W	49	0.028
NAKAO Y	49	0.028
NELSON JM	49	0.028
NGUYEN ST	49	0.028
OTSUKA S	49	0.028
PERCEC V	49	0.028
RAUK A	49	0.028
ROWLAND FS	49	0.028
SATO H	49	0.028
SIEGBAHN PEM	49	0.028
SISLER HH	49	0.028
SPERANZA M	49	0.028
TARTAR HV	49	0.028
VALENTINE JS	49	0.028
WANG YF	49	0.028
XIA YN	49	0.028
ZHANG B	49	0.028
ZHANG C	49	0.028
ZHAO J	49	0.028
ADAMSON AW	48	0.027
BARFIELD M	48	0.027
BERGMANN F	48	0.027
CHEN C	48	0.027
CHEN XY	48	0.027
CRICH D	48	0.027
DAI HJ	48	0.027
DAVIES HML	48	0.027
GOULD IR	48	0.027
HAW JF	48	0.027
HAWTHORN MF	48	0.027
HESS BA	48	0.027
JANSSEN RAJ	48	0.027
JOHNSON JS	48	0.027
KICE JL	48	0.027
KOSOLAPOFF GM	48	0.027
LAFORGE FB	48	0.027
LAUTENS M	48	0.027
LEE YM	48	0.027
MARIANO PS	48	0.027
MARKLEY JL	48	0.027
MARTIN RB	48	0.027
MORKEN JP	48	0.027
MURILLO CA	48	0.027
PARHAM WE	48	0.027
POCKER Y	48	0.027
SCHEPARTZ A	48	0.027
SCHRAMM VL	48	0.027
SLAWIN AMZ	48	0.027
STALEY SW	48	0.027
URANO Y	48	0.027
WADDINGTON G	48	0.027
WANG M	48	0.027
WAYMOUTH RM	48	0.027
WOOD JL	48	0.027
YAM VWW	48	0.027
ZENG XC	48	0.027
BACKVALL JE	47	0.026
BERNSTEIN S	47	0.026
BLACKLEDGE M	47	0.026
BROWNE AW	47	0.026
BRUDVIG GW	47	0.026
CARREIRA EM	47	0.026
