1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,13.0,14.0,15.0,16.0,27.0,33.0
2446.0,626.0,234.0,90.0,66.0,34.0,16.0,11.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
