1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,25.0,26.0,29.0,32.0,35.0
2609.0,556.0,241.0,114.0,79.0,55.0,36.0,34.0,25.0,11.0,12.0,16.0,10.0,5.0,4.0,3.0,4.0,6.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0
